election_cycle,race_type,name_incumbent,name_challenger,name_third,us_state_fips,tipping,vpi,win_state_incumbent,win_state_challenger,win_state_third,win_ec_if_win_state_incumbent,win_ec_if_win_state_challenger,win_state_if_win_ec_incumbent,win_state_if_win_ec_challenger,voteshare_incumbent,voteshare_challenger,voteshare_third,voteshare_other,voteshare_lo_incumbent,voteshare_lo_challenger,voteshare_lo_third,voteshare_lo_other,voteshare_hi_incumbent,voteshare_hi_challenger,voteshare_hi_third,voteshare_hi_other,margin,margin_lo,margin_hi,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,48,0.008625,0.1297718,0.766725,0.233275,,0.3917637,0.9992498,0.9994177,0.3351305,52.37224,46.59977,,1.027987,47.20235,41.46128,,0.5418361,57.51592,51.76659,,1.574529,5.772463,-4.563417,16.05932,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,41,0.0069,0.4663484,0.092275,0.907725,,0.7900298,0.745077,0.2425553,0.97236,41.8721,55.72755,,2.400352,35.26045,48.98632,,1.236855,48.56503,62.39594,,3.726147,-13.85544,-27.09221,-0.4973793,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,35,0.0094125,1.647144,0.1005,0.8995,,0.9084577,0.7633685,0.3037764,0.9872044,43.29417,54.85672,,1.849111,37.54433,49.00921,,0.9598899,49.08414,60.66315,,2.858034,-11.56254,-23.0753,0.0261803,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,40,0.0,0.0,0.992625,0.007375,,0.3027326,0.9932203,0.9998336,0.0105312,63.29668,35.50116,,1.202159,57.05947,29.33297,,0.6311704,69.47978,41.71004,,1.845584,27.79553,15.32382,40.14671,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,32,0.0271125,3.132819,0.22935,0.77065,,0.8702856,0.8645624,0.6641158,0.957911,46.10711,52.1433,,1.749589,40.7626,46.75583,,0.9096152,51.50788,57.52754,,2.701802,-6.036196,-16.73162,4.704264,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,33,0.0124,2.300462,0.3032,0.6968,,0.7467843,0.8887773,0.7533688,0.8903745,46.66916,52.2853,,1.045544,39.5584,45.20583,,0.5508716,53.73963,59.39854,,1.601825,-5.616137,-19.8446,8.499205,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,34,0.00765,0.2762001,0.04445,0.95555,,0.8065242,0.7189838,0.1192813,0.9877435,40.8228,58.27555,,0.9016469,34.46376,51.89874,,0.4766892,47.22172,64.63197,,1.37844,-17.45275,-30.18468,-4.683416,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,31,2.5e-05,0.0041585,0.984325,0.015675,,0.3052346,0.9936204,0.9996673,0.0223924,58.83273,39.36331,,1.803958,53.37007,33.9581,,0.9352033,64.243,44.80153,,2.790701,19.46942,8.631536,30.2405,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,36,0.0007125,0.0126587,0.002625,0.997375,,0.8761905,0.6970547,0.0076526,0.9995328,36.92348,61.99178,,1.084746,31.72923,56.76272,,0.5709957,42.12553,67.21783,,1.662936,-25.0683,-35.44373,-14.65473,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,37,0.043725,1.243779,0.5334,0.4666,,0.5486033,0.9825332,0.9736317,0.6591187,49.91795,49.30438,,0.7776677,44.94661,44.33541,,0.4125631,54.89378,54.27459,,1.186213,0.6135655,-9.329021,10.55404,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,38,5e-05,0.0184435,0.98675,0.01325,,0.3044591,0.990566,0.9995841,0.01887,61.12221,36.18347,,2.694318,54.5269,29.75634,,1.383573,67.62103,42.69505,,4.190744,24.93874,11.92406,37.76587,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,39,0.029575,0.7402807,0.578325,0.421675,,0.517702,0.9972728,0.9961737,0.6045935,50.22955,48.70905,,1.061404,45.0407,43.52557,,0.5590168,55.40809,53.88599,,1.626533,1.520509,-8.812759,11.85488,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,15,0.00035,0.115254,0.01485,0.98515,,0.5673401,0.7303203,0.0311518,0.991183,32.43828,65.73143,,1.830295,24.04498,57.18071,,0.9434704,41.01417,74.16795,,2.843983,-33.29315,-50.03598,-16.20542,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,26,0.05775,1.628991,0.161675,0.838325,,0.9614968,0.8586169,0.5747828,0.9916308,45.60143,53.27934,,1.119224,40.54103,48.27698,,0.5837337,50.62135,58.31373,,1.727041,-7.677911,-17.76283,2.331717,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,25,0.0002875,0.0124645,0.004,0.996,,0.80625,0.728012,0.0119246,0.9989323,33.87411,64.45681,,1.669074,27.39385,57.83955,,0.8623046,40.48085,70.95716,,2.590016,-30.5827,-43.52126,-17.41769,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,24,0.000225,0.0116584,0.002425,0.997575,,0.7216495,0.7269629,0.0064707,0.9990701,35.60878,63.03749,,1.353726,30.42962,57.77285,,0.7029488,40.85534,68.22307,,2.094234,-27.42872,-37.77402,-16.93639,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,23,0.00355,0.6680434,0.220725,0.779275,,0.7169555,0.8516249,0.5851359,0.9142759,45.0487,53.4022,,1.549098,37.9591,46.31197,,0.8010265,52.1563,60.48322,,2.402665,-8.353496,-22.48202,5.828323,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,22,0.001375,0.0962678,0.91915,0.08085,,0.2910026,0.9616574,0.9889998,0.1071121,57.18538,41.9684,,0.846218,50.31981,35.16927,,0.4441368,63.98354,48.84785,,1.300867,15.21698,1.481857,28.80771,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,21,0.0001125,0.0077871,0.9726,0.0274,,0.2778378,0.9917883,0.999168,0.0374376,59.27616,39.54337,,1.180469,53.06514,33.41349,,0.6149478,65.41805,45.76443,,1.82287,19.73279,7.279045,32.01783,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,20,0.000175,0.0196027,0.918075,0.081925,,0.2943387,0.9972536,0.999168,0.1125538,55.12523,43.00256,,1.87221,49.54037,37.5251,,0.9645321,60.5955,48.55289,,2.910055,12.12266,1.076891,23.00149,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,19,0.0030625,0.2813153,0.677425,0.322575,,0.3981253,0.9976749,0.9972268,0.4433615,51.29681,47.33054,,1.372656,45.54832,41.62432,,0.7125394,57.00759,53.08611,,2.123912,3.966267,-7.474726,15.3282,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,18,0.000125,0.0063569,0.9438,0.0562,,0.2864219,0.9977758,0.9995378,0.0772516,56.07192,42.54828,,1.379802,50.7042,37.22947,,0.7161588,61.39027,47.89991,,2.135117,13.52364,2.850307,24.13278,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,17,0.0007625,0.0193219,0.00685,0.99315,,0.9744526,0.7307053,0.0246811,0.9997589,38.76687,59.72713,,1.505997,33.74026,54.67174,,0.7799866,43.78449,64.7932,,2.333258,-20.96026,-31.01448,-10.92746,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,16,2.5e-05,0.0050015,0.99355,0.00645,,0.2722057,1.0,1.0,0.0088858,62.70179,34.24705,,3.051155,56.09389,27.8233,,1.551497,69.27043,40.7375,,4.778968,28.45474,15.5135,41.34274,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,28,0.001775,0.2096671,0.87635,0.12365,,0.3008216,0.9437929,0.9747643,0.1607715,55.78322,43.45863,,0.7581535,48.82457,36.5556,,0.3988452,62.68393,50.40035,,1.16372,12.32459,-1.558403,26.13309,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,13,0.01595,0.5284847,0.660975,0.339025,,0.4043648,0.9903399,0.9882603,0.4625452,51.00294,48.15908,,0.837981,46.3877,43.59365,,0.439906,55.56746,52.77324,,1.288034,2.843855,-6.395691,11.93548,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,12,0.233625,3.269156,0.3457,0.6543,,0.7293897,0.9715345,0.932335,0.8757362,48.03814,51.16213,,0.7997304,42.84052,45.95104,,0.4202445,53.23062,56.3681,,1.228464,-3.123984,-13.52361,7.237289,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,11,0.0,0.0,0.0,1.0,,,0.725875,0.0,1.0,5.740189,90.78265,,3.477157,3.117404,87.34516,,1.761161,8.561075,93.97209,,5.457676,-85.04247,-90.59198,-79.15465,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0001,0.0306269,0.003325,0.996675,,0.9699248,0.7281963,0.0119246,0.9998623,38.65516,60.20222,,1.142621,33.99231,55.49734,,0.5956643,43.35208,64.89059,,1.763637,-21.54706,-30.85889,-12.1401,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,09,0.000875,0.0758938,0.021225,0.978775,,0.9422851,0.7403898,0.0739508,0.9983468,40.10182,58.96613,,0.9320448,34.43444,53.25836,,0.4881275,45.81061,64.63503,,1.434722,-18.86431,-30.17338,-7.442726,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,08,0.0202,0.9852768,0.12995,0.87005,,0.8814929,0.8169646,0.4235533,0.979232,44.16493,53.99451,,1.840552,38.51455,48.36509,,0.9486258,49.80487,59.6569,,2.860159,-9.82958,-21.03982,1.385088,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,06,0.00165,0.0161989,0.002825,0.997175,,0.6725664,0.7270038,0.0070253,0.9987257,33.8093,64.24033,,1.950369,28.02409,58.29782,,1.003767,39.67619,70.06534,,3.03337,-30.43104,-42.0013,-18.69474,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,05,0.000475,0.0582264,0.927,0.073,,0.2907497,0.9873288,0.9965798,0.099294,56.56859,41.8189,,1.612504,50.14735,35.51446,,0.8337706,62.91002,48.25072,,2.500988,14.74969,1.917486,27.37503,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,04,0.0548,2.765328,0.4239,0.5761,,0.5764921,0.9524388,0.9035866,0.7559153,48.50393,50.16618,,1.329891,42.68333,44.34273,,0.6908678,54.34595,56.02869,,2.056875,-1.662252,-13.31652,9.972046,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,02,0.0024375,1.102216,0.805975,0.194025,,0.3275226,0.9662415,0.9760584,0.2582745,53.49451,44.27601,,2.229481,46.44693,37.27407,,1.143484,60.52978,51.31606,,3.474559,9.218502,-4.764696,23.18986,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,01,0.00035,0.0234471,0.97775,0.02225,,0.2760931,0.9764045,0.9981512,0.0299294,59.8633,39.35262,,0.7840732,53.86646,33.45229,,0.4121893,65.77142,45.34822,,1.204082,20.51068,8.524397,32.30359,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,27,0.0855625,3.981269,0.2704,0.7296,,0.7936391,0.920059,0.7934923,0.9247804,46.89243,51.67413,,1.43344,41.72099,46.5122,,0.7433183,52.06922,56.838,,2.219251,-4.781694,-15.06486,5.508503,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,42,0.225625,5.113162,0.26385,0.73615,,0.8750237,0.9428106,0.8536698,0.9561564,47.32885,51.94148,,0.7296735,42.55325,47.1875,,0.3841695,52.09765,56.72405,,1.119388,-4.612628,-14.16447,4.908398,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,29,0.001125,0.0572893,0.869625,0.130375,,0.3101049,0.9940556,0.9971344,0.1785431,54.23623,44.33441,,1.429354,48.51391,38.6797,,0.7412513,59.92399,50.03399,,2.21284,9.901823,-1.457754,21.21497,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,56,2.5e-05,0.013607,0.998425,0.001575,,0.2708265,0.968254,0.9998151,0.0021009,68.5687,28.09425,,3.33705,61.73576,21.49661,,1.692313,75.3275,34.81341,,5.234569,40.47446,27.02529,53.65506,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,55,0.1108125,5.172696,0.292375,0.707625,,0.7976913,0.9449921,0.862359,0.921233,47.27721,51.72893,,0.9938601,41.94695,46.38815,,0.5197389,52.62436,57.054,,1.531172,-4.451716,-15.09832,6.227781,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,54,5e-05,0.0091619,0.9917,0.0083,,0.2725118,0.9759036,0.9992605,0.0111589,66.06819,32.1058,,1.826014,58.41176,24.60759,,0.9413186,73.57258,39.71611,,2.837233,33.96239,18.7513,48.91971,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,53,0.0011375,0.04481,0.0124,0.9876,,0.7620968,0.7320271,0.0349418,0.9959704,36.75626,61.00909,,2.234652,30.5561,54.67002,,1.146067,43.09385,67.26011,,3.482736,-24.25283,-36.62277,-11.64836,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,51,0.017125,0.5778449,0.067825,0.932175,,0.9716181,0.7766514,0.243668,0.9973825,44.09819,54.87526,,1.026549,39.48322,50.27321,,0.5364327,48.71098,59.49408,,1.582204,-10.77707,-19.99469,-1.565706,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,50,0.000225,0.1005459,0.008175,0.991825,,0.6422018,0.7289088,0.0194121,0.9959704,31.24447,66.09808,,2.657444,23.19264,57.8102,,1.356626,39.51902,74.18401,,4.153028,-34.85361,-50.94882,-18.38712,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,49,0.0006375,0.0737225,0.9499,0.0501,,0.2832403,0.9705589,0.9948235,0.0669881,56.91621,39.78455,,3.299235,50.33541,33.29682,,1.673711,63.4968,46.3291,,5.174258,17.13165,4.184126,30.10172,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,48,0.008275,0.124769,0.7463,0.2537,,0.3620193,0.998916,0.9989832,0.3491304,52.11395,46.87402,,1.01203,46.92528,41.72362,,0.5290179,57.27522,52.055,,1.55954,5.239926,-5.126148,15.53303,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,47,0.0007,0.0385503,0.947875,0.052125,,0.2846367,0.9870504,0.9975966,0.07088,57.631,41.27677,,1.092238,51.38071,35.10169,,0.5699584,63.80173,47.5237,,1.684835,16.35423,3.86865,28.69441,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,46,0.0002875,0.1040687,0.96055,0.03945,,0.2804123,0.9721166,0.9959327,0.0528328,59.63182,38.90571,,1.462469,52.34302,31.83419,,0.7579938,66.73215,46.18761,,2.264823,20.72611,6.219215,34.85847,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,45,0.0010875,0.0700715,0.864875,0.135125,,0.3122416,0.9968548,0.998521,0.1855691,53.83716,45.27328,,0.8895543,48.78531,40.32471,,0.4663711,58.78243,50.30517,,1.368452,8.56388,-1.512562,18.45004,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,44,0.0002875,0.0839914,0.01695,0.98305,,0.9380531,0.7373226,0.0587909,0.9985535,37.49925,61.08748,,1.41327,30.9057,54.37868,,0.7331032,44.19846,67.69429,,2.187608,-23.58823,-36.7618,-10.18567,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,30,0.000925,0.2564305,0.878125,0.121875,,0.3049395,0.977641,0.9901091,0.1641467,55.18045,42.80747,,2.012083,48.28764,36.00274,,1.034712,62.0264,49.67208,,3.130789,12.37298,-1.307503,25.97853,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,41,0.007075,0.4786586,0.084075,0.915925,,0.7641987,0.7710784,0.237567,0.9729637,41.55961,56.09322,,2.347166,34.91286,49.34448,,1.202272,48.31655,62.7911,,3.660849,-14.53361,-27.80723,-1.087708,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,39,0.029825,0.7454844,0.5474,0.4526,,0.4921904,0.9976801,0.99621,0.6220768,49.96326,48.99257,,1.044163,44.78337,43.82214,,0.5454251,55.13747,54.16795,,1.609708,0.9706955,-9.373255,11.32041,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,38,2.5e-05,0.0093894,0.985525,0.014475,,0.2742954,0.9913644,0.9995378,0.0197692,60.90493,36.43648,,2.658593,54.27661,29.94575,,1.357196,67.45654,42.99765,,4.154853,24.46845,11.35301,37.41686,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,37,0.042375,1.204809,0.504475,0.495525,,0.5209872,0.9840069,0.9718062,0.671741,49.65467,49.57898,,0.7663569,44.62808,44.60001,,0.4030698,54.65608,54.59605,,1.176493,0.0756893,-9.952423,10.0565,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,36,0.0008375,0.015146,0.002325,0.997675,,0.8924731,0.727316,0.0076724,0.9996556,36.68032,62.24949,,1.070193,31.53947,57.04466,,0.5587057,41.87115,67.39532,,1.650364,-25.56916,-35.84545,-15.19762,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,35,0.008575,1.489191,0.087025,0.912975,,0.8988796,0.7855363,0.2892402,0.9880145,42.93923,55.2534,,1.807374,37.18919,49.47143,,0.9319465,48.73012,61.00611,,2.807835,-12.31416,-23.74383,-0.7719154,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,34,0.00655,0.2380401,0.039675,0.960325,,0.7775677,0.7467524,0.1140691,0.9879456,40.50032,58.61774,,0.8819395,34.26497,52.24057,,0.4624691,46.87114,64.86662,,1.356585,-18.11741,-30.58901,-5.395966,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,33,0.0115875,2.146133,0.282525,0.717475,,0.7112645,0.8988466,0.7430209,0.888445,46.33273,52.64148,,1.025781,39.17308,45.5016,,0.536041,53.4837,59.78709,,1.581007,-6.30875,-20.59781,7.967798,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,32,0.02575,2.990615,0.206925,0.793075,,0.8592485,0.8790152,0.6574228,0.9603927,45.76813,52.52267,,1.7092,40.41668,47.15198,,0.8825257,51.18936,57.8682,,2.653187,-6.754535,-17.42198,3.997805,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,31,0.0,0.0,0.9831,0.0169,,0.2750992,1.0,1.0,0.0232822,58.62749,39.60314,,1.76936,53.14441,34.23077,,0.9110489,63.99699,45.03263,,2.751897,19.02435,8.154692,29.69484,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,40,5e-05,0.0052995,0.9919,0.0081,,0.2725325,0.9845679,0.9995378,0.0109867,63.14382,35.6704,,1.18578,56.92462,29.51549,,0.6176528,69.31435,41.88409,,1.831186,27.47342,15.07518,39.78427,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,21,0.000225,0.0180312,0.97255,0.02745,,0.276721,0.9836066,0.9983307,0.0371402,59.28218,39.5355,,1.182322,53.00237,33.33788,,0.6171081,65.4781,45.80866,,1.822831,19.74668,7.206636,32.11067,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,17,0.0007375,0.0190247,0.006975,0.993025,,0.9784946,0.7319554,0.0253176,0.999828,38.77269,59.71875,,1.50857,33.71416,54.66249,,0.7829204,43.83971,64.75636,,2.333976,-20.94606,-31.0333,-10.88574,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,18,0.0002125,0.0105671,0.9445,0.0555,,0.2853362,0.9986486,0.9997218,0.0762406,56.07595,42.54251,,1.381539,50.71568,37.19511,,0.7184686,61.42933,47.88913,,2.134865,13.53343,2.854996,24.2192,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,19,0.002725,0.2486117,0.6741,0.3259,,0.3988652,0.9977754,0.9974033,0.4472987,51.2744,47.35193,,1.373666,45.52477,41.59867,,0.71447,57.03433,53.07616,,2.122509,3.922471,-7.519012,15.40859,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,20,0.0001,0.0117573,0.917775,0.082225,,0.2934543,0.9969596,0.9990726,0.1127618,55.14822,42.97708,,1.874698,49.53175,37.45665,,0.9677726,60.6753,48.57925,,2.909642,12.17115,0.997427,23.15627,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,26,0.0636625,1.797565,0.16385,0.83615,,0.9639915,0.862704,0.5859223,0.9922625,45.59748,53.28198,,1.120539,40.56651,48.16783,,0.5855799,50.70251,58.31194,,1.726348,-7.684496,-17.71193,2.516041,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,22,0.0017,0.1208298,0.92075,0.07925,,0.289628,0.9618297,0.9892423,0.1048523,57.20465,41.947,,0.8483528,50.33482,35.09516,,0.4460389,64.03674,48.80611,,1.302051,15.25765,1.523897,28.93588,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,23,0.0036,0.6715193,0.219425,0.780575,,0.7282671,0.8555552,0.5927849,0.9186354,45.02134,53.42829,,1.550362,37.91358,46.43478,,0.8046634,52.04621,60.55006,,2.398754,-8.406948,-22.60936,5.582449,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,24,0.0004125,0.0214281,0.0024,0.9976,,0.6875,0.7279721,0.0061207,0.9989683,35.6149,63.02813,,1.356972,30.39392,57.70518,,0.7059897,40.91536,68.25134,,2.096316,-27.41323,-37.8136,-16.82427,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,25,0.000275,0.011852,0.00425,0.99575,,0.7647059,0.7290736,0.012056,0.9986244,33.88926,64.43771,,1.673024,27.33385,57.86885,,0.8661032,40.45302,70.98415,,2.592207,-30.54845,-43.61935,-17.4764,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,15,0.0007375,0.2465376,0.013825,0.986175,,0.6238698,0.7318934,0.0319948,0.9928471,32.45839,65.70834,,1.833274,24.13537,57.22121,,0.9469174,40.9304,74.08185,,2.844424,-33.24996,-49.93304,-16.34476,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,16,0.0001,0.0193375,0.9938,0.0062,,0.2712065,0.9919355,0.9998145,0.0084597,62.69949,34.24413,,3.05638,56.07916,27.74299,,1.557369,69.2538,40.81869,,4.778107,28.45537,15.37036,41.37366,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,09,0.0008875,0.077154,0.021325,0.978675,,0.9484174,0.7416916,0.0750255,0.9984869,40.12669,58.93919,,0.9341212,34.44048,53.19074,,0.4901395,45.86245,64.62748,,1.435571,-18.8125,-30.19789,-7.321375,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,13,0.0140625,0.4627413,0.657825,0.342175,,0.405313,0.9907942,0.9890568,0.4663503,51.02503,48.13544,,0.839528,46.44855,43.54277,,0.4414994,55.61208,52.69305,,1.288313,2.889587,-6.223759,12.06167,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,12,0.2393875,3.34113,0.3346,0.6654,,0.7452929,0.9687782,0.9250672,0.8867224,47.88229,51.32439,,0.7933144,42.65396,46.06663,,0.4177061,53.11459,56.58591,,1.216404,-3.442098,-13.91337,7.037325,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,11,0.0,0.0,0.0,1.0,,,0.726975,0.0,1.0,5.748017,90.76797,,3.484005,3.113714,87.34602,,1.768587,8.527781,93.96393,,5.458028,-85.01996,-90.59235,-79.15018,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0001375,0.0453249,0.00185,0.99815,,0.9864865,0.7282974,0.0067699,0.9999656,37.80843,61.04568,,1.145897,33.10724,56.30404,,0.5985256,42.51655,65.76323,,1.765927,-23.23725,-32.62273,-13.81051,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,08,0.021375,1.038648,0.133375,0.866625,,0.8828491,0.8212029,0.4367987,0.9789539,44.18918,53.96727,,1.843542,38.53256,48.23644,,0.9520884,49.93858,59.66782,,2.860596,-9.778093,-21.10615,1.635561,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,06,0.001725,0.0172186,0.002825,0.997175,,0.761062,0.7283576,0.0079755,0.9990715,33.82028,64.22481,,1.954908,28.01052,58.3221,,1.008114,39.66459,70.0804,,3.03599,-30.40453,-42.02076,-18.69085,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,05,0.000575,0.0718042,0.928275,0.071725,,0.2894616,0.9878006,0.9967542,0.0974586,56.57881,41.80615,,1.615036,50.18666,35.42686,,0.8367962,62.92376,48.19118,,2.500991,14.77266,2.030228,27.45324,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,04,0.0545,2.755271,0.433,0.567,,0.5650116,0.9541887,0.9075397,0.7442141,48.53255,50.13701,,1.330441,42.6825,44.27848,,0.6925057,54.39619,56.01475,,2.05472,-1.604459,-13.30451,10.10616,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,02,0.0021625,0.9484154,0.8055,0.1945,,0.3267225,0.9663239,0.9762589,0.2585371,53.48776,44.27967,,2.232573,46.36038,37.21253,,1.147287,60.54949,51.38884,,3.474249,9.20809,-4.977245,23.31083,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,01,0.0001875,0.0127205,0.979175,0.020825,,0.2746955,0.9711885,0.9977743,0.0278208,59.88887,39.32576,,0.7853754,53.85769,33.38698,,0.413615,65.82036,45.35641,,1.204057,20.56311,8.473003,32.42718,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,28,0.0021875,0.2555294,0.877125,0.122875,,0.2994157,0.9424211,0.9742187,0.1592902,55.7999,43.44056,,0.7595437,48.88696,36.58114,,0.4003037,62.63683,50.34888,,1.163902,12.35934,-1.438498,26.03815,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,27,0.0857,3.984346,0.2762,0.7238,,0.7866582,0.9254628,0.8059909,0.9214209,46.88836,51.6761,,1.435541,41.72198,46.47715,,0.7458807,52.07049,56.84253,,2.219463,-4.78774,-15.07516,5.573675,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,29,0.0009,0.0463266,0.868375,0.131625,,0.3097164,0.9952517,0.9976816,0.1801988,54.22829,44.34055,,1.43116,48.49046,38.65111,,0.743657,59.93759,50.04363,,2.212597,9.887739,-1.547989,21.25796,1,2020-08-24,20:38:02 24 Aug 2020,40000
