cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,state,tipping,vpi,winstate_inc,winstate_chal,winstate_3rd,voteshare_inc,voteshare_chal,voteshare_3rd,voteshare_other,voteshare_inc_hi,voteshare_chal_hi,voteshare_3rd_hi,voteshare_other_hi,voteshare_inc_lo,voteshare_chal_lo,voteshare_3rd_lo,voteshare_other_lo,margin,margin_hi,margin_lo,win_EC_if_win_state_inc,win_EC_if_win_state_chal,win_state_if_win_EC_inc,win_state_if_win_EC_chal,timestamp,simulations
2020,President,polls-plus,8/9/2020,Trump,Biden,,California,0.0025,0.0249212,0.004,0.996,,34.64851,63.46964,,1.881843,40.77364,69.50868,,2.927448,28.622,57.34386,,0.9611645,-28.82113,-16.60959,-40.87133,0.74375,0.710994,0.0103595,0.998625,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,,Arkansas,0.000325,0.0407438,0.92525,0.07475,,56.70325,41.66,,1.636749,63.30423,48.29716,,2.540697,50.04533,35.06131,,0.8388846,15.04326,28.21819,1.782131,0.3092137,0.9849498,0.9962566,0.1038251,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,,Arizona,0.046175,2.337955,0.44555,0.55445,,48.73007,49.93944,,1.33049,54.90477,56.07382,,2.058954,42.5627,43.77996,,0.6852562,-1.209373,11.1054,-13.46364,0.5808551,0.9465687,0.9011927,0.7401022,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,,Alaska,0.0019875,0.8849623,0.809825,0.190175,,53.77151,43.96986,,2.25863,61.03384,51.2715,,3.523389,46.4703,36.71101,,1.148112,9.80166,24.26056,-4.747566,0.3461242,0.9631918,0.9760599,0.2583113,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/9/2020,Trump,Biden,,Alabama,0.0003125,0.020723,0.9783,0.0217,,60.01157,39.197,,0.7914367,66.09097,45.3224,,1.215745,53.87703,33.11205,,0.4123611,20.81457,32.95926,8.585257,0.292855,0.9654378,0.9976495,0.0295435,10:15:37 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Wyoming,6.25E-05,0.0362079,0.9967,0.0033,,68.63634,27.93414,,3.429524,76.08185,35.43589,,5.366887,61.01579,20.6392,,1.729031,40.7022,55.2963,25.83135,0.2920889,0.9772727,0.9997424,0.0045712,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Wisconsin,0.09035,4.216846,0.2853,0.7147,,47.01913,51.94283,,1.038046,52.62421,57.54844,,1.596003,41.40851,46.32933,,0.5396079,-4.923697,6.287649,-16.12045,0.8298283,0.9211208,0.8130151,0.9331325,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,West Virginia,0.0001625,0.0357413,0.991275,0.008725,,66.04839,32.0962,,1.855406,73.78558,39.95925,,2.87613,58.14912,24.42329,,0.9513929,33.95219,49.3313,18.23915,0.2935361,0.9742121,0.9992273,0.0120482,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Washington,0.001275,0.0502498,0.014425,0.985575,,37.03301,60.69159,,2.275408,43.4948,67.13676,,3.537705,30.62151,54.17856,,1.16064,-23.65858,-10.74786,-36.4433,0.8214905,0.7132892,0.0406937,0.9964564,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Virginia,0.0213875,0.719336,0.092025,0.907975,,44.33708,54.61525,,1.047672,49.31382,59.59723,,1.61097,39.36634,49.63913,,0.5444996,-10.27817,-0.3358212,-20.23163,0.9581636,0.7729563,0.3027988,0.9947909,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Vermont,0.000275,0.1207829,0.01235,0.98765,,31.46801,65.79895,,2.733037,40.19627,74.46454,,4.261622,22.82592,57.00199,,1.387121,-34.33094,-16.88433,-51.51339,0.7165992,0.7108287,0.0303915,0.9951099,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Utah,0.000625,0.0719887,0.9518,0.0482,,57.14221,39.50977,,3.348018,63.81283,46.23027,,5.237315,50.37637,32.9267,,1.68914,17.63243,30.7762,4.335529,0.3052112,0.9844398,0.9975961,0.0672573,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Texas,0.01475,0.2204101,0.710375,0.289625,,51.81714,47.1626,,1.020262,57.28241,52.63846,,1.568355,46.34296,41.70741,,0.5305667,4.65454,15.57046,-6.258251,0.4089741,0.9975831,0.997682,0.4095322,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Tennessee,0.0007875,0.04277,0.948,0.052,,57.76856,41.11724,,1.114192,64.16026,47.53019,,1.714602,51.36665,34.71412,,0.5782882,16.65132,29.40038,3.875706,0.30625,0.9826923,0.9969952,0.0724309,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,South Dakota,0.000425,0.157973,0.948925,0.051075,,59.7987,38.69942,,1.501886,67.72704,46.71949,,2.320822,51.78128,30.76204,,0.7741098,21.09928,36.98283,5.088213,0.3050294,0.9647577,0.9939904,0.0698441,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,South Carolina,0.0012625,0.0814752,0.86435,0.13565,,54.02133,45.08131,,0.8973634,59.24457,50.33392,,1.376988,48.77536,39.84493,,0.4679676,8.940025,19.38386,-1.541382,0.3359172,0.9933653,0.997081,0.1909993,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Rhode Island,0.000975,0.2969465,0.032775,0.967225,,37.87155,60.67656,,1.451897,45.5728,68.28859,,2.242482,30.23613,52.97132,,0.7489555,-22.80501,-7.448116,-38.05462,0.8527842,0.7244178,0.0959821,0.9931609,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Pennsylvania,0.197975,4.482805,0.28025,0.71975,,47.34121,51.90522,,0.753572,52.45166,56.96628,,1.15368,42.27145,46.80951,,0.3944333,-4.564016,5.616827,-14.66593,0.8721677,0.9321292,0.8393716,0.9509568,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Oregon,0.007625,0.5153968,0.11385,0.88615,,41.80167,55.78007,,2.418253,49.27494,63.20491,,3.763403,34.38385,48.27074,,1.231485,-13.9784,0.8671036,-28.75629,0.7257356,0.7613271,0.2837397,0.9562721,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Oklahoma,5E-05,0.0050972,0.992275,0.007725,,63.4702,35.32823,,1.20157,69.85252,41.82001,,1.851015,56.97934,28.96048,,0.6226033,28.14198,40.86464,15.18343,0.2933663,0.9838188,0.9996566,0.0107725,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Ohio,0.0349375,0.873997,0.5544,0.4456,,50.04704,48.87327,,1.079693,55.48866,54.29581,,1.660833,44.62,43.43939,,0.5607657,1.173774,12.03769,-9.634636,0.5203824,0.9937724,0.990728,0.6276754,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,North Dakota,2.5E-05,0.0106733,0.9843,0.0157,,61.08149,36.21019,,2.70832,67.94173,43.09004,,4.222507,54.12741,29.40872,,1.374925,24.87129,38.44854,11.14819,0.295667,0.9888535,0.9993991,0.0220057,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,North Carolina,0.0546625,1.54915,0.48195,0.51805,,49.40613,49.80471,,0.7891524,54.65937,55.03669,,1.208969,44.1421,44.56258,,0.4126661,-0.3985832,10.11403,-10.86375,0.5799357,0.9765949,0.9598214,0.7171155,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,New York,0.001275,0.0232864,0.00495,0.99505,,37.20422,61.67852,,1.117259,42.85358,67.2686,,1.719384,31.62421,56.01965,,0.5798452,-24.4743,-13.19107,-35.63484,0.8434343,0.7082307,0.0143372,0.9989015,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,New Mexico,0.00955,1.670218,0.111725,0.888275,,43.30505,54.84687,,1.848073,49.40415,60.92912,,2.864603,37.25652,48.74045,,0.9477268,-11.54182,0.5903473,-23.59466,0.9022152,0.7822183,0.3461539,0.9848689,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,New Jersey,0.0081875,0.2985257,0.05255,0.94745,,40.88746,58.21845,,0.8940888,47.61112,64.84197,,1.371892,34.26356,51.50583,,0.4662967,-17.33099,-3.878042,-30.58777,0.8035204,0.733759,0.1450034,0.9854004,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,New Hampshire,0.015925,2.942787,0.2927,0.7073,,46.39619,52.5378,,1.066006,53.83539,59.90903,,1.639508,38.99414,45.12715,,0.5538132,-6.141609,8.697495,-20.91737,0.7433379,0.8924785,0.7471669,0.8947555,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Nevada,0.03165,3.672062,0.252075,0.747925,,46.204,52.04045,,1.755548,51.9274,57.76598,,2.718986,40.49323,46.31828,,0.9014306,-5.836458,5.574051,-17.26004,0.8359615,0.8887923,0.7236435,0.9422395,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Nebraska,1.25E-05,0.0019512,0.9832,0.0168,,59.08689,39.10228,,1.810828,64.76,44.80824,,2.80734,53.35229,33.46546,,0.9269497,19.98462,31.26444,8.613773,0.2961249,0.9970238,0.9998283,0.023742,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,NE-3,0,0,0.99895,0.00105,,72.68637,24.9571,,2.356533,79.69315,32.06468,,3.665905,65.49531,18.04706,,1.200895,47.72927,61.58002,33.51864,0.291431,0.9285714,0.9997424,0.001382,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,NE-2,0.006175,2.908765,0.4742,0.5258,,49.01635,49.63442,,1.349222,55.04089,55.67081,,2.081798,42.96738,43.62804,,0.6972325,-0.6180691,11.39286,-12.67516,0.5676402,0.9563998,0.9243647,0.7127923,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,NE-1,6.25E-05,0.0307937,0.939225,0.060775,,56.47839,41.7552,,1.766411,62.46181,47.78387,,2.736087,50.43055,35.79206,,0.90687,14.72319,26.64901,2.721174,0.3095105,0.9917729,0.998283,0.0854359,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Montana,0.0007625,0.2087385,0.87835,0.12165,,55.35291,42.61717,,2.029917,62.34492,49.67923,,3.150822,48.25739,35.63282,,1.038506,12.73574,26.63514,-1.37426,0.3283145,0.9765722,0.9902987,0.1683912,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Missouri,0.0013375,0.0673381,0.8698,0.1302,,54.47985,44.05983,,1.460319,60.4436,50.04934,,2.255663,48.46645,38.12449,,0.7531931,10.42003,22.27057,-1.529877,0.334071,0.9948156,0.9978537,0.1835932,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Mississippi,0.0027125,0.3221592,0.8724,0.1276,,55.6323,43.56471,,0.8029888,62.48805,50.46059,,1.230471,48.76799,36.70972,,0.4197448,12.06759,25.80818,-1.659967,0.3255101,0.9416144,0.9751889,0.1703047,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Minnesota,0.0693875,3.207467,0.255625,0.744375,,46.45387,52.00489,,1.541244,51.96012,57.45876,,2.382524,40.99144,46.5235,,0.7939041,-5.551029,5.407764,-16.42982,0.8285574,0.8901427,0.7273352,0.9391921,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Michigan,0.0817,2.307807,0.200925,0.799075,,46.00771,52.85386,,1.138432,51.32378,58.13628,,1.752395,40.72569,47.53725,,0.590591,-6.846139,3.770735,-17.42062,0.9423915,0.8686919,0.6502404,0.9839121,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Massachusetts,0.0004875,0.0210886,0.0068,0.9932,,34.43216,63.79234,,1.775501,41.47543,70.71252,,2.750399,27.52604,56.70689,,0.9114208,-29.36018,-15.24343,-43.12115,0.8419118,0.7092479,0.01966,0.9984763,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Maryland,0.0001875,0.0098633,0.002925,0.997075,,35.87479,62.74695,,1.378267,41.37368,68.21011,,2.127254,30.44351,57.2172,,0.7118759,-26.87216,-15.87181,-37.74313,0.7948718,0.7069679,0.0079842,0.9991496,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Maine,0.0038,0.7077058,0.220925,0.779075,,45.07236,53.46377,,1.463867,52.34664,60.60941,,2.26077,37.9229,46.18052,,0.7549033,-8.39141,6.153494,-22.63652,0.7636076,0.8390399,0.5793269,0.9265414,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,ME-2,0.0029375,1.169136,0.63955,0.36045,,51.20189,47.17795,,1.620156,58.62671,54.54519,,2.506249,43.78643,39.74402,,0.8335476,4.023937,18.87973,-10.72534,0.4311625,0.955403,0.9469437,0.488129,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,ME-1,0.0005,0.1781942,0.0567,0.9433,,39.52252,59.15505,,1.322432,47.34201,66.83829,,2.039883,31.82938,51.3433,,0.6837178,-19.63253,-3.986198,-34.94543,0.8474427,0.7388954,0.1650069,0.9879518,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Louisiana,0.0018125,0.124403,0.905075,0.094925,,57.71495,41.46268,,0.8223696,65.49478,49.40455,,1.260556,49.78519,33.68468,,0.4296582,16.25227,31.81923,0.3928585,0.3156921,0.9412694,0.9811985,0.1266478,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Kentucky,0.0003,0.0227099,0.9709,0.0291,,59.45987,39.34629,,1.193839,65.84353,45.79741,,1.838945,53.02532,32.97983,,0.6186861,20.11357,32.82399,7.27634,0.2996189,0.9896907,0.9989698,0.0408221,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Kansas,0.0001375,0.0161494,0.93605,0.06395,,56.11382,42.07529,,1.810885,61.96257,47.96646,,2.806118,50.1972,36.2609,,0.9291283,14.03853,25.6464,2.306709,0.3109342,0.9976544,0.9994849,0.0904323,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Iowa,0.0041625,0.3787874,0.678075,0.321925,,51.48521,47.12664,,1.388147,57.55599,53.18346,,2.14272,45.42067,41.06096,,0.7168547,4.358579,16.46416,-7.727432,0.4276076,0.9960395,0.9957074,0.4545003,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Indiana,0.000275,0.0136719,0.943175,0.056825,,56.36699,42.2358,,1.39721,61.9921,47.92972,,2.156908,50.6763,36.63148,,0.7214207,14.13119,25.29105,2.784832,0.3086384,0.9982402,0.9996566,0.080404,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Illinois,0.0042625,0.1099099,0.02145,0.97855,,39.01691,59.43721,,1.54588,45.05587,65.45207,,2.389791,33.0025,53.38992,,0.7962349,-20.42029,-8.39327,-32.41948,0.8449883,0.7176179,0.0622424,0.9953579,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Idaho,7.5E-05,0.0135517,0.988475,0.011525,,62.85544,34.00651,,3.138049,70.21622,41.45078,,4.903815,55.3223,26.78827,,1.586233,28.84893,43.30453,14.04569,0.294317,0.9761388,0.9990556,0.0159461,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Hawaii,0.0005125,0.1661434,0.016675,0.983325,,32.72596,65.43094,,1.8431,41.54748,74.07661,,2.856787,24.0862,56.5792,,0.9452406,-32.70498,-15.08751,-49.97101,0.6296852,0.7112603,0.0360577,0.9913536,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Georgia,0.0174625,0.5770332,0.662025,0.337975,,51.12186,48.05346,,0.8246787,55.89976,52.79275,,1.264141,46.36836,43.30326,,0.4308391,3.068406,12.57824,-6.406805,0.4343869,0.9889045,0.9875515,0.473742,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Florida,0.229225,3.211087,0.3623,0.6377,,48.13262,51.0639,,0.8034878,53.61037,56.52211,,1.231246,42.68684,45.58587,,0.42,-2.931277,8.023602,-13.81242,0.7484819,0.967814,0.9312328,0.8748051,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,District of Columbia,0,0,0,1,,5.962164,90.4836,,3.55423,10.03126,94.67166,,5.565252,2.250959,85.84161,,1.789995,-84.52144,-76.11082,-92.17182,,0.7055,0,1,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Delaware,7.5E-05,0.0230719,0.004075,0.995925,,38.06803,60.76005,,1.171921,43.17162,65.84848,,1.804702,33.00014,55.64517,,0.6075766,-22.69202,-12.50037,-32.8431,0.9754601,0.7082863,0.0136504,0.9998583,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Connecticut,0.0014125,0.1241284,0.032825,0.967175,,40.36943,58.69598,,0.9345929,46.52316,64.82606,,1.434947,34.24433,52.51994,,0.4869536,-18.32654,-5.989929,-30.55548,0.9299315,0.7270918,0.1048249,0.9967753,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Colorado,0.0255,1.244584,0.16685,0.83315,,44.61334,53.50233,,1.884332,50.58061,59.4316,,2.921603,38.64964,47.55359,,0.9658497,-8.888988,2.987053,-20.77498,0.8796824,0.8233811,0.5040351,0.97236,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,California,0.002075,0.020737,0.004125,0.995875,,34.68534,63.42844,,1.886219,40.80717,69.53438,,2.924571,28.64899,57.27,,0.9667929,-28.7431,-16.49826,-40.83398,0.7454545,0.707393,0.0105598,0.9985471,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Arkansas,0.000525,0.0653935,0.9261,0.0739,,56.73547,41.6236,,1.640936,63.28164,48.28614,,2.538879,50.09607,35.09542,,0.8439767,15.11187,28.12863,1.835983,0.3135191,0.9878214,0.997081,0.1034727,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Arizona,0.04605,2.335029,0.454925,0.545075,,48.8191,49.85804,,1.322854,55.00555,56.02632,,2.040545,42.65953,43.67399,,0.6839311,-1.03894,11.35552,-13.3227,0.5782272,0.9461542,0.903331,0.7310064,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Alaska,0.001625,0.7235122,0.81355,0.18645,,53.78911,43.94679,,2.264093,60.96107,51.20958,,3.519843,46.5279,36.76665,,1.155021,9.842319,24.16499,-4.58045,0.3490873,0.9607133,0.9752747,0.2538979,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/8/2020,Trump,Biden,,Alabama,0.00025,0.0161496,0.97875,0.02125,,60.01046,39.19633,,0.7932094,66.09545,45.31091,,1.215275,53.90263,33.10123,,0.4147422,20.81414,33.00431,8.608028,0.2968327,0.9670588,0.997682,0.0291283,10:19:17 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Wyoming,2.5E-05,0.0156827,0.997025,0.002975,,68.65475,27.92191,,3.42333,76.1274,35.41043,,5.389745,61.08624,20.56775,,1.731371,40.73285,55.37415,25.85165,0.297811,0.9243698,0.9992428,0.0039331,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Wisconsin,0.08885,4.148638,0.289475,0.710525,,47.05732,51.90613,,1.036551,52.77396,57.59855,,1.602198,41.36413,46.18089,,0.5403956,-4.848808,6.594496,-16.21778,0.8348735,0.9184054,0.8133098,0.9332809,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,West Virginia,2.5E-05,0.0055716,0.991175,0.008825,,66.0964,32.05115,,1.852454,73.95186,39.99088,,2.888395,58.09051,24.24577,,0.9526852,34.04525,49.64645,18.15364,0.2995687,0.9745042,0.9992428,0.0122998,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Washington,0.0014375,0.0570949,0.015025,0.984975,,37.04551,60.68287,,2.27163,43.60808,67.18557,,3.552922,30.56308,54.12154,,1.162123,-23.63736,-10.59829,-36.5547,0.8386023,0.7074291,0.0424028,0.9965675,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Virginia,0.0217625,0.7342066,0.09715,0.90285,,44.38164,54.5722,,1.04616,49.40573,59.58769,,1.617234,39.34942,49.53295,,0.5452956,-10.19056,-0.131979,-20.2054,0.9693773,0.7712244,0.3169275,0.9958524,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Vermont,0.00025,0.1109943,0.0123,0.9877,,31.50659,65.76508,,2.728324,40.33369,74.43252,,4.279261,22.90833,56.9281,,1.38878,-34.2585,-16.62515,-51.42494,0.703252,0.7042624,0.0291099,0.9948512,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Utah,0.000525,0.0615662,0.95135,0.04865,,57.19154,39.46646,,3.342,63.94715,46.18944,,5.259578,50.44837,32.77946,,1.691441,17.72508,31.00723,4.442129,0.3111894,0.9773895,0.9962982,0.0680063,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Texas,0.014275,0.2146426,0.713475,0.286525,,51.84438,47.13683,,1.018795,57.35277,52.65958,,1.574414,46.321,41.63313,,0.5313432,4.707546,15.68629,-6.341791,0.4155366,0.9975569,0.9977284,0.4087886,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Tennessee,0.000675,0.0378537,0.945375,0.054625,,57.82881,41.05862,,1.112571,64.36676,47.61483,,1.721351,51.28782,34.54392,,0.5791115,16.7702,29.79794,3.684488,0.3134206,0.9844394,0.9971395,0.0769093,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,South Dakota,0.0002625,0.0953823,0.949025,0.050975,,59.88356,38.61685,,1.499592,67.85384,46.64673,,2.330722,51.86188,30.65254,,0.7752607,21.26671,37.15873,5.23971,0.3108717,0.957332,0.9928488,0.0697941,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,South Carolina,0.0015625,0.1003163,0.862225,0.137775,,54.05988,45.04402,,0.8960953,59.3562,50.37569,,1.38226,48.71951,39.73054,,0.4686338,9.015864,19.62887,-1.639725,0.3440517,0.9963709,0.9983174,0.1963315,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Rhode Island,0.0010875,0.3234559,0.034825,0.965175,,37.90791,60.6424,,1.449693,45.62872,68.23811,,2.251968,30.34176,52.90818,,0.750062,-22.73448,-7.307566,-37.87271,0.879397,0.7202321,0.1030624,0.9942077,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Pennsylvania,0.2007875,4.548765,0.28645,0.71355,,47.39407,51.8534,,0.752526,52.52095,56.97521,,1.157998,42.27,46.72212,,0.3950024,-4.459332,5.80109,-14.70754,0.8764182,0.9321351,0.8448595,0.9512658,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Oregon,0.0080375,0.542765,0.114475,0.885525,,41.82234,55.76347,,2.414187,49.36517,63.24133,,3.779324,34.32697,48.23506,,1.232989,-13.94114,1.080776,-28.85977,0.7381524,0.7558793,0.2843682,0.9573084,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Oklahoma,6.25E-05,0.006422,0.9912,0.0088,,63.50489,35.29531,,1.199803,70.03545,41.83119,,1.858442,56.96686,28.78253,,0.623469,28.20958,41.26702,15.14301,0.2995864,0.9772727,0.9993269,0.0122998,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Ohio,0.0355,0.8893468,0.56075,0.43925,,50.09264,48.82924,,1.078128,55.59916,54.36366,,1.667322,44.54094,43.31945,,0.5615833,1.263405,12.26288,-9.802477,0.5252786,0.9937962,0.9912502,0.6243206,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,North Dakota,7.5E-05,0.0309405,0.98355,0.01645,,61.10001,36.19633,,2.703658,68.01201,43.08829,,4.239994,54.15685,29.3538,,1.376557,24.90367,38.58429,11.18531,0.3019419,0.9893617,0.999411,0.0232766,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,North Carolina,0.0553125,1.570884,0.4892,0.5108,,49.46742,49.74453,,0.7880521,54.76403,55.09114,,1.213433,44.11994,44.44147,,0.413247,-0.2771004,10.30865,-10.96592,0.5804886,0.9731304,0.9556621,0.7109196,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,New York,0.0013625,0.0255936,0.00535,0.99465,,37.2539,61.63047,,1.115633,42.96261,67.19243,,1.726156,31.67928,55.92191,,0.580669,-24.37657,-12.95669,-35.49813,0.8738317,0.7022822,0.0157328,0.9990346,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,New Mexico,0.010725,1.847286,0.1118,0.8882,,43.31789,54.83698,,1.845135,49.41647,60.9142,,2.876814,37.26917,48.70187,,0.9490142,-11.51909,0.6775608,-23.59912,0.9125671,0.7764862,0.3433451,0.9863773,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,New Jersey,0.0080125,0.2931346,0.055375,0.944625,,40.91304,58.19413,,0.8928259,47.66688,64.89642,,1.377143,34.20501,51.43562,,0.4669601,-17.28109,-3.781296,-30.67385,0.8171558,0.7296281,0.15228,0.9857337,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,New Hampshire,0.0151625,2.808887,0.29925,0.70075,,46.44444,52.4911,,1.064464,53.84589,59.89387,,1.645895,39.04264,45.10852,,0.5546252,-6.046656,8.733557,-20.83599,0.7489557,0.8917589,0.7542487,0.8937357,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Nevada,0.031625,3.673337,0.25735,0.74265,,46.22165,52.02557,,1.752786,51.99757,57.7777,,2.730754,40.47406,46.24987,,0.9026662,-5.803923,5.710495,-17.24419,0.836701,0.8859153,0.7246341,0.9409683,10:19:37 10 Aug 2020,40000
2020,President,polls-plus,8/7/2020,Trump,Biden,,Nebraska,5E-05,0.0074304,0.983075,0.016925,,59.09743,39.09489,,1.807683,64.851,44.84617,,2.813705,53.32755,33.38467,,0.9286216,20.00254,31.43433,8.52231,0.3021896,0.9955687,0.9997476,0.024099,10:19:37 10 Aug 2020,40000
