date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2021-01-05,2020-12-31,2021-01-02,Trump,Morning Consult,B/C,,0.49081031,0.49081031,False,a,D,875.0,12.0,85.0,10.851756,88.357237,08:55:10  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133440/2012121_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-31,2021-01-02,Trump,Morning Consult,B/C,,0.47751814,0.47751814,False,a,I,663.0,32.0,59.0,34.099573,61.474956,08:55:13  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133440/2012121_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-31,2021-01-02,Trump,Morning Consult,B/C,,0.46784851,0.46784851,False,a,R,662.0,80.0,18.0,81.342541,17.561658,08:55:17  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133440/2012121_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-31,2021-01-02,Trump,Morning Consult,B/C,,0.6098344,0.6098344,False,a,all,2200.0,39.0,57.0,39.834368,58.550952,08:55:22  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133440/2012121_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-24,2020-12-26,Trump,Morning Consult,B/C,,0.45112588,0.35196826,False,a,D,959.0,12.0,84.0,10.851756,87.357237,08:55:10  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133501/2012120_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-24,2020-12-26,Trump,Morning Consult,B/C,,0.36898697,0.28925018,False,a,I,596.0,33.0,57.0,35.099573,59.474956,08:55:13  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133501/2012120_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-24,2020-12-26,Trump,Morning Consult,B/C,,0.38920936,0.30365592,False,a,R,645.0,82.0,16.0,83.342541,15.561658,08:55:17  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133501/2012120_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-24,2020-12-26,Trump,Morning Consult,B/C,,0.49433783,0.3724546,False,a,all,2200.0,38.0,56.0,38.834368,57.550952,08:55:22  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2021/01/04133501/2012120_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-19,2020-12-22,Trump,YouGov,B,,0.60982408,0.4006487,False,a,D,541.0,10.0,83.0,8.9254399,85.048629,08:55:10  5 Jan 2021,https://docs.cdn.yougov.com/df1m5n9hgq/econTabReport.pdf
2021-01-05,2020-12-19,2020-12-22,Trump,YouGov,B,,0.66523228,0.44133082,False,a,I,616.0,37.0,50.0,35.493171,55.342424,08:55:13  5 Jan 2021,https://docs.cdn.yougov.com/df1m5n9hgq/econTabReport.pdf
2021-01-05,2020-12-19,2020-12-22,Trump,YouGov,B,,0.46204197,0.30456746,False,a,R,332.0,85.0,11.0,84.221062,12.338543,08:55:17  5 Jan 2021,https://docs.cdn.yougov.com/df1m5n9hgq/econTabReport.pdf
2021-01-05,2020-12-18,2020-12-22,Trump,Ipsos,B-,,0.6160313,0.34497431,False,a,all,1368.0,39.0,56.0,39.924063,55.590322,08:55:22  5 Jan 2021,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-12/2020_reuters_tracking_-_core_political_presidential_approval_tracker_12_23_2020.pdf
2021-01-05,2020-12-19,2020-12-22,Trump,YouGov,B,,0.91185526,0.56091177,False,a,all,1500.0,41.0,50.0,40.946073,52.235995,08:55:22  5 Jan 2021,https://docs.cdn.yougov.com/df1m5n9hgq/econTabReport.pdf
2021-01-05,2020-12-17,2020-12-20,Trump,American Research Group,B,,0.63513563,0.38298799,False,a,D,358.0,2.0,97.0,4.2875965,96.349684,08:55:10  5 Jan 2021,https://americanresearchgroup.com/economy/
2021-01-05,2020-12-17,2020-12-20,Trump,American Research Group,B,,0.59883381,0.36469998,False,a,I,332.0,37.0,59.0,37.220221,59.483956,08:55:13  5 Jan 2021,https://americanresearchgroup.com/economy/
2021-01-05,2020-12-17,2020-12-20,Trump,American Research Group,B,,0.55401017,0.33425844,False,a,R,301.0,83.0,12.0,83.235479,13.130858,08:55:17  5 Jan 2021,https://americanresearchgroup.com/economy/
2021-01-05,2020-12-17,2020-12-20,Trump,American Research Group,B,,1.332507,0.74890477,False,a,all,1100.0,37.0,57.0,39.424993,56.165527,08:55:22  5 Jan 2021,https://americanresearchgroup.com/economy/
2021-01-05,2020-12-17,2020-12-19,Trump,Morning Consult,B/C,,0.40835226,0.22743426,False,a,D,916.0,13.0,83.0,11.851756,86.357237,08:55:10  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2020/12/21144114/201296_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-17,2020-12-19,Trump,Morning Consult,B/C,,0.36677273,0.20715997,False,a,I,633.0,30.0,58.0,32.099573,60.474956,08:55:13  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2020/12/21144114/201296_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-17,2020-12-19,Trump,Morning Consult,B/C,,0.37038736,0.20627467,False,a,R,652.0,82.0,16.0,83.342541,15.561658,08:55:17  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2020/12/21144114/201296_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2021-01-05,2020-12-17,2020-12-19,Trump,Morning Consult,B/C,,0.47567404,0.23607324,False,a,all,2201.0,38.0,56.0,38.834368,57.550952,08:55:22  5 Jan 2021,https://assets.morningconsult.com/wp-uploads/2020/12/21144114/201296_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
