election_cycle,race_type,name_incumbent,name_challenger,name_third,indicator_name,indicator_category,zscore_current,zscore_projected,zscore_projected_lo,zscore_projected_hi,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.35533,-0.6088754,-2.101785,1,2020-08-30,20:23:02 30 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.214113,-2.467658,-3.960567,1,2020-08-30,20:23:02 30 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7637199,1.510175,0.0172651,1,2020-08-30,20:23:02 30 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.891383,2.716715,3.46317,1.97026,1,2020-08-30,20:23:02 30 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.5495895,-0.1938411,0.3339821,-0.7216644,1,2020-08-30,20:23:02 30 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,1.134259,0.9942605,1.744925,0.243596,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-2.967396,-2.025276,-1.274612,-2.775941,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.344337,-0.593673,-2.095002,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.201572,-2.450907,-3.952236,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7655641,1.516229,0.0148996,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,3.169111,3.058796,3.809461,2.308132,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.6680298,-0.2920941,0.2387059,-0.822894,1,2020-08-29,19:00:02 29 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,1.134259,0.991576,1.747796,0.2353555,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-2.967396,-2.010895,-1.254674,-2.767115,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.333345,-0.5771242,-2.089565,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.189031,-2.43281,-3.945251,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7674083,1.523629,0.0111878,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,3.169111,3.055456,3.811676,2.299235,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.6680298,-0.2864718,0.2482568,-0.8212004,1,2020-08-28,19:00:03 28 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,1.089816,0.9480487,1.70817,0.1879275,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.271841,-1.51172,-3.031962,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.331139,-0.5710176,-2.09126,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.181244,-2.421123,-3.941365,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7692524,1.529374,0.0091312,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.810072,3.570193,2.049951,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7647259,-0.3761419,0.1613449,-0.9136288,1,2020-08-27,19:00:04 27 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,1.081501,0.9387347,1.704498,0.1729709,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.258756,-1.492992,-3.02452,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.321993,-0.5562295,-2.087757,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.169706,-2.403942,-3.93547,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7710966,1.53686,0.0053328,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.806834,3.572598,2.04107,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7661117,-0.3722984,0.1691784,-0.9137751,1,2020-08-26,19:01:03 26 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,1.012269,0.8720858,1.64343,0.100741,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.256322,-1.484977,-3.027667,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.325204,-0.5538592,-2.096549,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.164862,-2.393517,-3.936206,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7729408,1.544286,0.001596,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.802046,3.57339,2.030701,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7776502,-0.3832192,0.1622039,-0.9286423,1,2020-08-25,23:50:03 25 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9901701,0.8499128,1.626912,0.0729132,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.245877,-1.468877,-3.022877,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.319163,-0.5421638,-2.096163,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.155011,-2.378011,-3.932011,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7747849,1.551785,-0.0022147,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.798409,3.575409,2.021409,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7813335,-0.3828242,0.1665976,-0.9322459,1,2020-08-24,20:38:02 24 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.923339,0.7858249,1.568341,0.0033084,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.243495,-1.460979,-3.026011,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.322526,-0.5400099,-2.105043,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.150262,-2.367745,-3.932778,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7766291,1.559146,-0.0058874,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.79358,3.576096,2.011063,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.792472,-0.3933749,0.1599477,-0.9466977,1,2020-08-23,19:00:03 23 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.923339,0.7835637,1.571625,-0.0044979,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.229249,-1.441187,-3.01731,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.312106,-0.5240442,-2.100167,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.138043,-2.349982,-3.926105,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7784733,1.566535,-0.0095884,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.790485,3.578547,2.002424,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.792472,-0.3878126,0.1694311,-0.9450563,1,2020-08-22,19:00:03 22 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.923339,0.7813026,1.574909,-0.0123041,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.215003,-1.421396,-3.008609,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.301685,-0.5080785,-2.095292,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.125824,-2.332218,-3.919431,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7803174,1.573924,-0.0132894,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.787391,3.580997,1.993784,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.792472,-0.3822502,0.1789145,-0.9434149,1,2020-08-21,19:26:02 21 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9023111,0.7603636,1.559667,-0.0389395,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.204738,-1.405435,-3.004041,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.295925,-0.4966217,-2.095228,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.116136,-2.316833,-3.915439,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7821616,1.581465,-0.0171415,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.783701,3.583004,1.984398,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7959766,-0.3817621,0.1834306,-0.9469547,1,2020-08-20,19:00:04 20 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.883284,0.7413503,1.546482,-0.0637814,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.194199,-1.389067,-2.99933,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.289857,-0.4847257,-2.094989,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.106283,-2.301151,-3.911414,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7840058,1.589137,-0.0211259,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.780047,3.585179,1.974916,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7991478,-0.3808226,0.1884914,-0.9501367,1,2020-08-19,23:52:08 19 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9182777,0.7726326,1.583354,-0.0380885,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.173597,-1.362876,-2.984318,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.27199,-0.4612688,-2.082711,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.090019,-2.279298,-3.90074,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7858499,1.596571,-0.0248711,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.777906,3.588627,1.967185,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7933155,-0.3665363,0.2067301,-0.9398027,1,2020-08-18,19:23:03 18 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9053224,0.7593727,1.575796,-0.0570504,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.161975,-1.345552,-2.978398,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.264659,-0.4482356,-2.081082,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.07948,-2.263057,-3.895903,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7876941,1.604117,-0.028729,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.774413,3.590836,1.95799,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7954748,-0.3641057,0.2131926,-0.941404,1,2020-08-17,22:43:02 17 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8907912,0.7446991,1.566822,-0.0774241,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.15072,-1.328597,-2.972843,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.25777,-0.4356469,-2.079893,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.069184,-2.247061,-3.891307,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7895383,1.611661,-0.0325849,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.77086,3.592983,1.948737,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7978966,-0.3620961,0.2192328,-0.9434249,1,2020-08-16,20:17:02 16 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8907912,0.742537,1.570211,-0.0851368,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.136545,-1.308871,-2.964219,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.057216,-1.247447,-0.419773,-2.075121,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.057019,-2.229346,-3.884693,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.6458718,0.7913824,1.619056,-0.0362914,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.76775,3.595423,1.940076,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.7978966,-0.356557,0.2286967,-0.9418108,1,2020-08-15,19:00:05 15 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9086453,0.7562163,1.583076,-0.0706431,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.118927,-1.292068,-2.945786,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.897711,-2.19077,-1.36391,-3.017629,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.04264,-2.215781,-3.869499,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9572022,1.784062,0.1303428,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.765168,3.592028,1.938309,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9069445,-0.4789583,0.1057195,-1.063636,1,2020-08-14,19:00:02 14 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9131616,0.7592029,1.592683,-0.0742771,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.103999,-1.270519,-2.937479,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.122691,-1.289211,-2.956171,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-3.029986,-2.196506,-3.863466,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9589389,1.792419,0.1254589,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.762177,3.595657,1.928697,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.8970892,-0.4627262,0.1266331,-1.052086,1,2020-08-13,21:50:04 13 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.9310586,0.7745144,1.613713,-0.0646839,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.010087,-1.170888,-2.849285,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.050599,-1.211401,-2.889797,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.968939,-2.12974,-3.808137,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9606755,1.799874,0.1214772,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.801445,3.640644,1.962247,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.8941063,-0.4154982,0.1779046,-1.008901,1,2020-08-12,23:41:03 12 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8343312,0.6845887,1.529175,-0.159998,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-2.014651,-1.170064,-2.859237,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.06373,-1.219143,-2.908316,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.968907,-2.124321,-3.813494,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9624122,1.806999,0.1178256,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.795761,3.640348,1.951174,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9102276,-0.4340876,0.1631254,-1.031301,1,2020-08-11,19:08:03 11 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8945068,0.7386118,1.588931,-0.1117073,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.987651,-1.137332,-2.83797,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.0394,-1.189081,-2.889719,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.948464,-2.098145,-3.798783,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9641489,1.814468,0.1138298,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.794983,3.645303,1.944664,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9001983,-0.4129617,0.1883047,-1.014228,1,2020-08-10,23:50:02 10 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8790978,0.7234454,1.579495,-0.1326045,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.97597,-1.11992,-2.832019,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.033267,-1.177218,-2.889317,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.937939,-2.081889,-3.793988,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9658856,1.821935,0.1098358,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.791818,3.647868,1.935768,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9027665,-0.4110045,0.1943142,-1.016323,1,2020-08-09,10:15:37 10 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8790978,0.721337,1.582905,-0.1402308,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.960929,-1.099361,-2.822497,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.023141,-1.161574,-2.884709,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.925236,-2.063668,-3.786804,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9676223,1.82919,0.1060544,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.789177,3.650745,1.927609,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9027665,-0.4051949,0.2040255,-1.014415,1,2020-08-08,10:19:17 10 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8790978,0.7192287,1.586315,-0.1478571,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.945888,-1.078802,-2.812974,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.013015,-1.145929,-2.880101,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.912533,-2.045447,-3.779619,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9693589,1.836445,0.1022731,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.786537,3.653623,1.919451,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9027665,-0.3993854,0.2137369,-1.012508,1,2020-08-07,10:19:37 10 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8777651,0.7169809,1.589823,-0.1558612,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.93137,-1.058527,-2.804212,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.003513,-1.130671,-2.876355,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.900171,-2.027329,-3.773013,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9710956,1.843938,0.0982535,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.783813,3.656655,1.910971,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9029886,-0.3938606,0.2233319,-1.011053,1,2020-08-06,10:19:52 10 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.8350078,0.6771618,1.55559,-0.2012667,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.925714,-1.047285,-2.804142,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.004622,-1.126193,-2.88305,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-3.932809,-2.893604,-2.015175,-3.772032,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.9728323,1.851261,0.0944039,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,Real disposable personal income,5,2.912607,2.779679,3.658107,1.90125,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,Average of all six indicators,6,-0.9101148,-0.3990444,0.2220983,-1.020187,1,2020-08-05,10:19:56 10 Aug 2020,40000
2020,President,Trump,Biden,,S&P 500,0,0.7922188,0.6373982,1.516008,-0.2412119,1,2020-08-04,10:22:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Personal consumption expenditures,1,-3.246625,-1.920248,-1.041638,-2.798858,1,2020-08-04,10:22:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Industrial production,2,-2.843096,-2.005986,-1.127376,-2.884596,1,2020-08-04,10:22:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Nonfarm payrolls,3,-4.738862,-3.890361,-3.011751,-4.768971,1,2020-08-04,10:22:17 10 Aug 2020,40000
2020,President,Trump,Biden,,Consumer price index,4,0.8142259,0.974569,1.853179,0.0959588,1,2020-08-04,10:22:17 10 Aug 2020,40000
